Bernd_Leno	0
Runar_Alex_Runarsson	0
Willian_Borges_Da_Silva	0
PierreEmerick_Aubameyang	0
Cedric_Soares	0
Alexandre_Lacazette	0
Granit_Xhaka	0
Pablo_Mari	0
Hector_Bellerin	0
Sead_Kolasinac	0
Mohamed_Naser_El_Sayed_Elneny	0
Ainsley_MaitlandNiles	0
Rob_Holding	0
Thomas_Partey	0
Kieran_Tierney	0
Nicolas_Pepe	0
Lucas_Torreira	0
Edward_Nketiah	0
Emile_Smith_Rowe	0
Bukayo_Saka	0
Gabriel_Magalhaes	0
Konstantinos_Mavropanos	0
Matteo_Guendouzi	0
Gabriel_Teodoro_Martinelli_Silva	0
William_Saliba	0
Ben_White	0
Nuno_Varela_Tavares	0
Albert_Sambi_Lokonga	0
Folarin_Balogun	0
Reiss_Nelson	0
Karl_Hein	0
Martin_degaard	0
Aaron_Ramsdale	0
Arthur_Okonkwo	0
Takehiro_Tomiyasu	0
Charlie_Patino	0
Omari_Hutchinson	0
SalahEddine_Oulad_Mhand	0
Mika_Biereth	0
Ryan_Alebiosu	0
Zach_Awe	0
Zak_Swanson	0
Calum_Chambers	0
Jed_Steer	0
Conor_Hourihane	0
Emiliano_Martinez	5
Bjorn_Engels	0
Bertrand_Traore	0
Morgan_Sanson	1
John_McGinn	3
Kortney_Hause	0
Mahmoud_Ahmed_Ibrahim_Hassan	0
Tyrone_Mings	11
Ollie_Watkins	5
Marvelous_Nakamba	0
Emiliano_Buendia_Stati	0
Matthew_Cash	14
Ezri_Konsa_Ngoyo	7
Frederic_Guilbert	0
Wesley_Moraes	0
Mbwana_Ally_Samatta	0
Keinan_Davis	0
Douglas_Luiz_Soares_de_Paulo	2
Jacob_Ramsey	3
Ashley_Young	1
Lucas_Digne	6
Danny_Ings	2
Leon_Bailey	0
Aaron_Ramsey	0
Jaden_PhilogeneBidace	0
Carney_Chukwuemeka	0
Cameron_Archer	0
Viljami_Sinisalo	0
Lamare_Bogarde	0
Tim_Iroegbunam	1
Filip_Marschall	0
Josh_Feeney	0
Philippe_Coutinho_Correia	3
Kaine_Hayden	0
Robin_Olsen	0
Benjamin_Chrisene	0
Tommi_OReilly	0
Pontus_Jansson	1
Christian_Nrgaard	2
Ivan_Toney	1
Tariqe_FosuHenry	0
David_Raya_Martin	4
Sergi_Canos	1
Pelenda_Joshua_Dasilva	-2
Rico_Henry	1
Vitaly_Janelt	1
Saman_Ghoddos	0
Mathias_Jensen	1
Charlie_Goode	0
Marcus_Forss	0
Mads_Roerslev_Rasmussen	0
Mads_Bech_Srensen	0
Ethan_Pinnock	1
Ellery_Balcombe	0
Jan_Zamburek	0
Patrik_Gunnarsson	0
Halil_Dervisoglu	0
Bryan_Mbeumo	1
Mads_Bidstrup	0
Frank_Onyeka	0
Kristoffer_Ajer	0
Dominic_Thompson	0
Shandon_Baptiste	0
Yoane_Wissa	2
Alvaro_Fernandez	0
Finley_Stevens	0
Mathias_Jorgensen	0
Paris_Maghoma	0
Matthew_Cox	0
Maxwell_Haygarth	0
Nathan_YoungCoombes	0
Myles_PeartHarris	0
Jonas_Lossl	0
Christian_Eriksen	1
Adam_Lallana	0
Jason_Steele	0
Pascal_Gro	0
Shane_Duffy	0
Davy_Propper	0
Lewis_Dunk	1
Solomon_March	2
Adam_Webster	0
Joel_Veltman	0
Neal_Maupay	2
Leandro_Trossard	1
Mathew_Ryan	0
Alireza_Jahanbakhsh	0
Bernardo_Fernandes_Da_Silva_Junior	0
Robert_Sanchez	1
Yves_Bissouma	1
Tariq_Lamptey	1
Aaron_Connolly	0
Steven_Alzate	0
Alexis_Mac_Allister	2
Jakub_Moder	2
Danny_Welbeck	1
Enock_Mwepu	0
Kjell_Scherpen	0
Florin_Andone	0
Andi_Zeqiri	0
Michal_Karbownik	0
Taylor_Richards	0
Moises_Caicedo	0
Haydon_Roberts	0
